segment,team_a,team_b,journee,odds_h,odds_a,pick,cote,strength,actual,won,roi,n_supporting
MS_early,Leeds,Liverpool,7,9.38,1.28,1,9.38,0.448,2,False,-1.0,1
MS_early,Wolverhampton,Manchester Blue,6,5.4,1.61,1,5.4,0.448,1,True,4.4,1
MS_early,Bournemouth,Newcastle,6,2.9,2.31,1,2.9,0.98,1,True,1.9,2
MS_early,Wolverhampton,Bournemouth,11,2.14,3.01,2,3.01,0.5,2,True,2.01,1
MS_early,Sunderland,London Reds,11,24.35,1.11,1,24.35,0.448,2,False,-1.0,1
MS_early,Brentford,Liverpool,11,2.74,2.19,1,2.74,0.48,1,True,1.7400000000000002,1
MS_early,Burnley,Everton,10,2.78,2.77,1,2.78,0.48,X,False,-1.0,1
MS_early,Bournemouth,C. Palace,10,2.38,3.14,1,2.38,0.34199999999999997,1,True,1.38,1
MS_early,Spurs,Bournemouth,9,1.65,4.13,2,4.13,0.5,1,False,-1.0,1
MS_early,Sunderland,Brentford,9,7.31,1.43,1,7.31,0.448,2,False,-1.0,1
MS_early,N. Forest,London Reds,9,5.2,1.68,1,5.2,0.448,2,False,-1.0,1
MS_early,Leeds,Fulham,9,5.84,1.54,1,5.84,0.448,X,False,-1.0,1
MS_early,Leeds,Brighton,12,6.11,1.45,1,6.11,0.448,2,False,-1.0,1
MS_early,Bournemouth,Sunderland,12,1.79,4.3,1,1.79,0.5,2,False,-1.0,1
